store_id,product_id,total_sold,num_sales,sales_rank_in_store,is_top_10_in_store,is_top_50_in_store
store_AA,STORE_AA_MEA0056,8922,8922,31.0,0,1
store_AA,STORE_AA_PAN0004,1676,1676,116.0,0,0
store_AA,STORE_AA_PAN0013,16213,16213,3.0,1,1
store_AA,STORE_AA_PAN0014,1023,1023,123.0,0,0
store_AA,STORE_AA_PAN0021,3798,3798,79.0,0,0
store_AA,STORE_AA_PAN0027,5899,5899,43.0,0,1
store_AA,STORE_AA_PAN0049,8351,8351,33.0,0,1
store_AA,STORE_AA_PAN0051,4187,4187,72.0,0,0
store_AA,STORE_AA_PAN0057,4502,4502,65.0,0,0
store_AA,STORE_AA_PRO0000,2109,2109,108.0,0,0
store_AA,STORE_AA_PRO0005,15474,15474,6.0,1,1
store_AA,STORE_AA_PRO0010,5497,5497,49.0,0,1
store_AA,STORE_AA_PRO0015,3735,3735,80.0,0,0
store_AA,STORE_AA_PRO0017,12654,12654,17.0,0,1
store_AA,STORE_AA_PRO0028,9836,9836,26.0,0,1
store_AA,STORE_AA_PRO0031,1387,1387,119.0,0,0
store_AA,STORE_AA_PRO0033,274,274,130.0,0,0
store_AA,STORE_AA_PRO0036,2176,2176,106.0,0,0
store_AA,STORE_AA_PRO0039,3688,3688,81.0,0,0
store_AA,STORE_AA_SNA0001,13227,13227,13.0,0,1
store_AA,STORE_AA_SNA0023,3173,3173,87.0,0,0
store_AA,STORE_AA_SNA0025,3382,3382,84.0,0,0
store_AA,STORE_AA_SNA0030,3191,3191,86.0,0,0
store_AA,STORE_AA_SNA0038,3807,3807,78.0,0,0
store_AA,STORE_AA_SNA0048,1732,1732,114.0,0,0
store_AA,STORE_AA_SNA0059,15280,15280,8.0,1,1
store_AB,COMMON00001,1253,1253,107.0,0,0
store_AB,COMMON00002,1475,1475,104.0,0,0
store_AB,COMMON00003,10992,10992,8.0,1,1
store_AB,COMMON00004,2545,2545,85.0,0,0
store_AB,COMMON00005,9367,9367,14.0,0,1
store_AB,COMMON00006,2236,2236,89.0,0,0
store_AB,COMMON00007,10035,10035,12.0,0,1
store_AB,COMMON00008,3492,3492,74.0,0,0
store_AB,COMMON00009,4514,4514,58.0,0,0
store_AB,COMMON00010,5944,5944,33.0,0,1
store_AB,COMMON00011,4683,4683,53.0,0,0
store_AB,COMMON00012,1175,1175,110.0,0,0
store_AB,COMMON00013,5312,5312,40.0,0,1
store_AB,COMMON00014,2518,2518,86.0,0,0
store_AB,COMMON00015,4371,4371,63.0,0,0
store_AB,COMMON00016,4798,4798,51.0,0,0
store_AB,COMMON00017,6002,6002,30.0,0,1
store_AB,COMMON00018,15118,15118,2.0,1,1
store_AB,COMMON00019,4225,4225,65.0,0,0
store_AB,COMMON00020,5236,5236,42.0,0,1
store_AB,COMMON00021,1979,1979,95.0,0,0
store_AB,COMMON00022,6343,6343,27.0,0,1
store_AB,COMMON00023,4122,4122,66.0,0,0
store_AB,COMMON00024,4407,4407,61.0,0,0
store_AB,COMMON00025,11375,11375,7.0,1,1
store_AB,COMMON00026,5119,5119,45.0,0,1
store_AB,COMMON00027,4691,4691,52.0,0,0
store_AB,COMMON00028,3247,3247,77.0,0,0
store_AB,COMMON00029,1744,1744,99.0,0,0
store_AB,COMMON00030,5965,5965,32.0,0,1
store_AB,COMMON00031,2272,2272,88.0,0,0
store_AB,COMMON00032,5232,5232,43.0,0,1
store_AB,COMMON00033,5543,5543,37.0,0,1
store_AB,COMMON00034,12041,12041,6.0,1,1
store_AB,COMMON00035,879,879,116.0,0,0
store_AB,COMMON00036,4374,4374,62.0,0,0
store_AB,COMMON00037,7793,7793,21.0,0,1
store_AB,COMMON00038,1259,1259,106.0,0,0
store_AB,COMMON00039,14208,14208,4.0,1,1
store_AB,COMMON00040,4574,4574,57.0,0,0
store_AB,COMMON00041,5685,5685,36.0,0,1
store_AB,COMMON00042,1048,1048,112.0,0,0
store_AB,COMMON00043,7794,7794,20.0,0,1
store_AB,COMMON00044,10886,10886,9.0,1,1
store_AB,COMMON00045,2043,2043,94.0,0,0
store_AB,COMMON00046,8070,8070,18.0,0,1
store_AB,COMMON00047,8266,8266,16.0,0,1
store_AB,COMMON00048,8074,8074,17.0,0,1
store_AB,COMMON00049,3416,3416,76.0,0,0
store_AB,COMMON00050,4616,4616,54.0,0,0
store_AB,COMMON00051,4477,4477,59.0,0,0
store_AB,COMMON00052,7488,7488,23.0,0,1
store_AB,COMMON00053,187,187,120.0,0,0
store_AB,COMMON00054,5780,5780,35.0,0,1
store_AB,COMMON00055,4328,4328,64.0,0,0
store_AB,COMMON00056,3635,3635,72.0,0,0
store_AB,COMMON00057,2884,2884,81.0,0,0
store_AB,COMMON00058,959,959,114.0,0,0
store_AB,COMMON00059,235,235,119.0,0,0
store_AB,COMMON00060,2093,2093,93.0,0,0
store_AB,COMMON00061,2120,2120,91.0,0,0
store_AB,COMMON00062,5456,5456,38.0,0,1
store_AB,COMMON00063,4608,4608,55.0,0,0
store_AB,COMMON00064,10569,10569,11.0,0,1
store_AB,COMMON00065,1187,1187,108.0,0,0
store_AB,COMMON00066,5969,5969,31.0,0,1
store_AB,COMMON00067,3016,3016,80.0,0,0
store_AB,COMMON00068,7601,7601,22.0,0,1
store_AB,COMMON00069,6009,6009,29.0,0,1
store_AB,COMMON00070,3432,3432,75.0,0,0
store_AB,COMMON00071,1025,1025,113.0,0,0
store_AB,COMMON00072,96,96,124.0,0,0
store_AB,COMMON00073,5160,5160,44.0,0,1
store_AB,COMMON00074,6861,6861,25.0,0,1
store_AB,COMMON00075,3926,3926,68.0,0,0
store_AB,STORE_AB_BAK0010,1927,1927,96.0,0,0
store_AB,STORE_AB_BAK0039,9600,9600,13.0,0,1
store_AB,STORE_AB_BAK0048,3940,3940,67.0,0,0
store_AB,STORE_AB_BAK0049,252,252,118.0,0,0
store_AB,STORE_AB_BEV0006,3531,3531,73.0,0,0
store_AB,STORE_AB_BEV0008,2161,2161,90.0,0,0
store_AB,STORE_AB_BEV0017,14711,14711,3.0,1,1
store_AB,STORE_AB_BEV0025,152,152,122.0,0,0
store_AB,STORE_AB_BEV0034,2814,2814,83.0,0,0
store_AB,STORE_AB_BEV0044,1837,1837,97.0,0,0
store_AB,STORE_AB_BEV0047,5352,5352,39.0,0,1
store_AB,STORE_AB_DAI0004,6301,6301,28.0,0,1
store_AB,STORE_AB_DAI0005,1692,1692,101.0,0,0
store_AB,STORE_AB_DAI0014,3678,3678,71.0,0,0
store_AB,STORE_AB_DAI0016,183,183,121.0,0,0
store_AB,STORE_AB_DAI0020,3770,3770,70.0,0,0
store_AB,STORE_AB_DAI0021,4862,4862,48.0,0,1
store_AB,STORE_AB_DAI0027,4820,4820,50.0,0,1
store_AB,STORE_AB_DAI0030,6456,6456,26.0,0,1
store_AB,STORE_AB_DAI0041,5065,5065,47.0,0,1
store_AB,STORE_AB_DAI0042,7842,7842,19.0,0,1
store_AB,STORE_AB_FRO0002,1506,1506,103.0,0,0
store_AB,STORE_AB_FRO0022,5082,5082,46.0,0,1
store_AB,STORE_AB_FRO0045,944,944,115.0,0,0
store_AB,STORE_AB_MEA0007,4584,4584,56.0,0,0
store_AB,STORE_AB_MEA0019,15871,15871,1.0,1,1
store_AB,STORE_AB_MEA0024,3131,3131,78.0,0,0
store_AB,STORE_AB_MEA0029,10834,10834,10.0,1,1
store_AB,STORE_AB_PAN0001,5809,5809,34.0,0,1
store_AB,STORE_AB_PAN0003,2317,2317,87.0,0,0
store_AB,STORE_AB_PAN0009,3028,3028,79.0,0,0
store_AB,STORE_AB_PAN0032,8987,8987,15.0,0,1
store_AB,STORE_AB_PAN0043,1733,1733,100.0,0,0
store_AB,STORE_AB_PRO0000,2119,2119,92.0,0,0
store_AB,STORE_AB_PRO0023,1180,1180,109.0,0,0
store_AB,STORE_AB_PRO0028,4829,4829,49.0,0,1
store_AB,STORE_AB_PRO0031,1689,1689,102.0,0,0
store_AB,STORE_AB_PRO0033,6991,6991,24.0,0,1
store_AB,STORE_AB_PRO0035,2598,2598,84.0,0,0
store_AB,STORE_AB_PRO0037,1352,1352,105.0,0,0
store_AB,STORE_AB_PRO0040,578,578,117.0,0,0
store_AB,STORE_AB_PRO0046,1833,1833,98.0,0,0
store_AB,STORE_AB_SNA0011,12579,12579,5.0,1,1
store_AB,STORE_AB_SNA0012,5285,5285,41.0,0,1
store_AB,STORE_AB_SNA0013,2818,2818,82.0,0,0
store_AB,STORE_AB_SNA0015,3830,3830,69.0,0,0
store_AB,STORE_AB_SNA0018,142,142,123.0,0,0
store_AB,STORE_AB_SNA0026,4422,4422,60.0,0,0
store_AB,STORE_AB_SNA0036,70,70,125.0,0,0
store_AB,STORE_AB_SNA0038,1099,1099,111.0,0,0
store_AC,COMMON00001,7196,7196,26.0,0,1
store_AC,COMMON00002,1923,1923,108.0,0,0
store_AC,COMMON00003,4868,4868,41.0,0,1
store_AC,COMMON00004,3565,3565,72.0,0,0
store_AC,COMMON00005,255,255,140.0,0,0
store_AC,COMMON00006,12671,12671,9.0,1,1
store_AC,COMMON00007,2304,2304,100.0,0,0
store_AC,COMMON00008,12971,12971,6.0,1,1
store_AC,COMMON00009,5271,5271,35.0,0,1
store_AC,COMMON00010,3651,3651,70.0,0,0
store_AC,COMMON00011,2220,2220,104.0,0,0
store_AC,COMMON00012,1702,1702,119.0,0,0
store_AC,COMMON00013,3632,3632,71.0,0,0
store_AC,COMMON00014,4787,4787,43.0,0,1
store_AC,COMMON00015,2414,2414,95.0,0,0
store_AC,COMMON00016,3665,3665,68.0,0,0
store_AC,COMMON00017,1920,1920,109.0,0,0
store_AC,COMMON00018,7112,7112,28.0,0,1
store_AC,COMMON00019,392,392,135.0,0,0
store_AC,COMMON00020,13035,13035,5.0,1,1
store_AC,COMMON00021,13197,13197,4.0,1,1
store_AC,COMMON00022,1919,1919,110.0,0,0
store_AC,COMMON00023,314,314,137.0,0,0
store_AC,COMMON00024,1783,1783,116.0,0,0
store_AC,COMMON00025,298,298,138.0,0,0
store_AC,COMMON00026,4617,4617,47.0,0,1
store_AC,COMMON00027,9813,9813,19.0,0,1
store_AC,COMMON00028,5949,5949,31.0,0,1
store_AC,COMMON00029,3931,3931,64.0,0,0
store_AC,COMMON00030,4643,4643,46.0,0,1
store_AC,COMMON00031,2739,2739,88.0,0,0
store_AC,COMMON00032,11898,11898,11.0,0,1
store_AC,COMMON00033,4262,4262,58.0,0,0
store_AC,COMMON00034,10337,10337,17.0,0,1
store_AC,COMMON00035,5172,5172,39.0,0,1
store_AC,COMMON00036,134,134,142.0,0,0
store_AC,COMMON00037,5248,5248,37.0,0,1
store_AC,COMMON00038,510,510,132.0,0,0
store_AC,COMMON00039,4342,4342,53.0,0,0
store_AC,COMMON00040,2086,2086,106.0,0,0
store_AC,COMMON00041,7120,7120,27.0,0,1
store_AC,COMMON00042,10265,10265,18.0,0,1
store_AC,COMMON00043,418,418,133.0,0,0
store_AC,COMMON00044,1782,1782,117.0,0,0
store_AC,COMMON00045,4131,4131,59.0,0,0
store_AC,COMMON00046,4018,4018,61.0,0,0
store_AC,COMMON00047,8740,8740,21.0,0,1
store_AC,COMMON00048,3260,3260,78.0,0,0
store_AC,COMMON00049,2344,2344,98.0,0,0
store_AC,COMMON00050,4302,4302,55.0,0,0
store_AC,COMMON00051,1188,1188,123.0,0,0
store_AC,COMMON00052,12916,12916,7.0,1,1
store_AC,COMMON00053,13942,13942,1.0,1,1
store_AC,COMMON00054,2517,2517,91.0,0,0
store_AC,COMMON00055,2968,2968,84.0,0,0
store_AC,COMMON00056,2070,2070,107.0,0,0
store_AC,COMMON00057,675,675,129.0,0,0
store_AC,COMMON00058,2249,2249,101.0,0,0
store_AC,COMMON00059,5328,5328,34.0,0,1
store_AC,COMMON00060,6159,6159,30.0,0,1
store_AC,COMMON00061,3081,3081,80.0,0,0
store_AC,COMMON00062,1254,1254,121.0,0,0
store_AC,COMMON00063,1126,1126,124.0,0,0
store_AC,COMMON00064,1792,1792,114.0,0,0
store_AC,COMMON00065,4511,4511,50.0,0,1
store_AC,COMMON00066,4754,4754,44.0,0,1
store_AC,COMMON00067,320,320,136.0,0,0
store_AC,COMMON00068,2503,2503,92.0,0,0
store_AC,COMMON00069,8358,8358,23.0,0,1
store_AC,COMMON00070,117,117,143.0,0,0
store_AC,COMMON00071,2955,2955,85.0,0,0
store_AC,COMMON00072,3493,3493,74.0,0,0
store_AC,COMMON00073,12192,12192,10.0,1,1
store_AC,COMMON00074,1035,1035,128.0,0,0
store_AC,COMMON00075,1104,1104,126.0,0,0
store_AC,STORE_AC_BAK0016,2311,2311,99.0,0,0
store_AC,STORE_AC_BAK0019,2922,2922,86.0,0,0
store_AC,STORE_AC_BAK0032,5371,5371,33.0,0,1
store_AC,STORE_AC_BAK0059,8503,8503,22.0,0,1
store_AC,STORE_AC_BAK0061,5254,5254,36.0,0,1
store_AC,STORE_AC_BEV0005,3660,3660,69.0,0,0
store_AC,STORE_AC_BEV0021,4683,4683,45.0,0,1
store_AC,STORE_AC_BEV0033,2383,2383,97.0,0,0
store_AC,STORE_AC_BEV0039,1105,1105,125.0,0,0
store_AC,STORE_AC_BEV0065,13416,13416,3.0,1,1
store_AC,STORE_AC_BEV0067,3048,3048,81.0,0,0
store_AC,STORE_AC_BEV0069,4524,4524,49.0,0,1
store_AC,STORE_AC_DAI0004,2996,2996,82.0,0,0
store_AC,STORE_AC_DAI0007,2554,2554,90.0,0,0
store_AC,STORE_AC_DAI0026,13791,13791,2.0,1,1
store_AC,STORE_AC_DAI0030,3690,3690,67.0,0,0
store_AC,STORE_AC_DAI0031,1871,1871,111.0,0,0
store_AC,STORE_AC_DAI0036,33,33,144.0,0,0
store_AC,STORE_AC_DAI0038,2448,2448,93.0,0,0
store_AC,STORE_AC_DAI0041,10482,10482,16.0,0,1
store_AC,STORE_AC_DAI0043,2554,2554,90.0,0,0
store_AC,STORE_AC_DAI0051,5399,5399,32.0,0,1
store_AC,STORE_AC_FRO0001,3461,3461,75.0,0,0
store_AC,STORE_AC_FRO0006,1793,1793,113.0,0,0
store_AC,STORE_AC_FRO0008,2820,2820,87.0,0,0
store_AC,STORE_AC_FRO0013,4279,4279,57.0,0,0
store_AC,STORE_AC_FRO0014,5240,5240,38.0,0,1
store_AC,STORE_AC_FRO0017,2162,2162,105.0,0,0
store_AC,STORE_AC_FRO0018,3699,3699,66.0,0,0
store_AC,STORE_AC_FRO0020,2245,2245,102.0,0,0
store_AC,STORE_AC_FRO0023,11590,11590,14.0,0,1
store_AC,STORE_AC_FRO0047,11794,11794,12.0,0,1
store_AC,STORE_AC_FRO0060,521,521,131.0,0,0
store_AC,STORE_AC_FRO0063,9447,9447,20.0,0,1
store_AC,STORE_AC_FRO0066,4377,4377,52.0,0,0
store_AC,STORE_AC_FRO0068,1811,1811,112.0,0,0
store_AC,STORE_AC_MEA0002,4590,4590,48.0,0,1
store_AC,STORE_AC_MEA0009,11101,11101,15.0,0,1
store_AC,STORE_AC_MEA0024,8037,8037,24.0,0,1
store_AC,STORE_AC_MEA0029,11593,11593,13.0,0,1
store_AC,STORE_AC_MEA0046,4285,4285,56.0,0,0
store_AC,STORE_AC_MEA0057,661,661,130.0,0,0
store_AC,STORE_AC_PAN0025,3446,3446,76.0,0,0
store_AC,STORE_AC_PAN0027,7276,7276,25.0,0,1
store_AC,STORE_AC_PAN0034,1220,1220,122.0,0,0
store_AC,STORE_AC_PAN0035,1751,1751,118.0,0,0
store_AC,STORE_AC_PAN0037,3171,3171,79.0,0,0
store_AC,STORE_AC_PAN0042,3563,3563,73.0,0,0
store_AC,STORE_AC_PAN0044,5089,5089,40.0,0,1
store_AC,STORE_AC_PAN0045,3746,3746,65.0,0,0
store_AC,STORE_AC_PAN0048,397,397,134.0,0,0
store_AC,STORE_AC_PAN0049,2993,2993,83.0,0,0
store_AC,STORE_AC_PAN0052,4110,4110,60.0,0,0
store_AC,STORE_AC_PAN0064,4457,4457,51.0,0,0
store_AC,STORE_AC_PRO0011,6243,6243,29.0,0,1
store_AC,STORE_AC_PRO0012,1377,1377,120.0,0,0
store_AC,STORE_AC_PRO0015,4303,4303,54.0,0,0
store_AC,STORE_AC_PRO0022,219,219,141.0,0,0
store_AC,STORE_AC_PRO0050,2221,2221,103.0,0,0
store_AC,STORE_AC_PRO0053,1791,1791,115.0,0,0
store_AC,STORE_AC_PRO0055,3973,3973,62.0,0,0
store_AC,STORE_AC_PRO0056,2718,2718,89.0,0,0
store_AC,STORE_AC_SNA0000,275,275,139.0,0,0
store_AC,STORE_AC_SNA0003,3970,3970,63.0,0,0
store_AC,STORE_AC_SNA0010,1068,1068,127.0,0,0
store_AC,STORE_AC_SNA0028,2432,2432,94.0,0,0
store_AC,STORE_AC_SNA0040,2410,2410,96.0,0,0
store_AC,STORE_AC_SNA0054,4842,4842,42.0,0,1
store_AC,STORE_AC_SNA0058,3434,3434,77.0,0,0
store_AC,STORE_AC_SNA0062,12744,12744,8.0,1,1
store_AD,COMMON00001,13734,13734,14.0,0,1
store_AD,COMMON00002,5595,5595,59.0,0,0
store_AD,COMMON00003,3931,3931,85.0,0,0
store_AD,COMMON00004,13115,13115,17.0,0,1
store_AD,COMMON00005,10486,10486,27.0,0,1
store_AD,COMMON00006,10042,10042,28.0,0,1
store_AD,COMMON00007,5725,5725,57.0,0,0
store_AD,COMMON00008,4875,4875,73.0,0,0
store_AD,COMMON00009,3114,3114,95.0,0,0
store_AD,COMMON00010,158,158,133.0,0,0
store_AD,COMMON00011,5471,5471,61.0,0,0
store_AD,COMMON00012,2498,2498,103.0,0,0
store_AD,COMMON00013,466,466,123.0,0,0
store_AD,COMMON00014,14521,14521,11.0,0,1
store_AD,COMMON00015,4910,4910,72.0,0,0
store_AD,COMMON00016,4628,4628,80.0,0,0
store_AD,COMMON00017,7682,7682,39.0,0,1
store_AD,COMMON00018,4706,4706,77.0,0,0
store_AD,COMMON00019,5818,5818,55.0,0,0
store_AD,COMMON00020,1537,1537,112.0,0,0
store_AD,COMMON00021,4030,4030,84.0,0,0
store_AD,COMMON00022,460,460,124.0,0,0
store_AD,COMMON00023,3595,3595,92.0,0,0
store_AD,COMMON00024,11308,11308,24.0,0,1
store_AD,COMMON00025,13282,13282,16.0,0,1
store_AD,COMMON00026,9180,9180,32.0,0,1
store_AD,COMMON00027,731,731,122.0,0,0
store_AD,COMMON00028,12228,12228,22.0,0,1
store_AD,COMMON00029,14320,14320,12.0,0,1
store_AD,COMMON00030,1410,1410,114.0,0,0
store_AD,COMMON00031,8167,8167,37.0,0,1
store_AD,COMMON00032,1196,1196,117.0,0,0
store_AD,COMMON00033,9084,9084,33.0,0,1
store_AD,COMMON00034,4607,4607,81.0,0,0
store_AD,COMMON00035,2925,2925,100.0,0,0
store_AD,COMMON00036,5870,5870,54.0,0,0
store_AD,COMMON00037,3636,3636,91.0,0,0
store_AD,COMMON00038,1373,1373,116.0,0,0
store_AD,COMMON00039,8746,8746,35.0,0,1
store_AD,COMMON00040,5050,5050,68.0,0,0
store_AD,COMMON00041,15042,15042,9.0,1,1
store_AD,COMMON00042,187,187,130.0,0,0
store_AD,COMMON00043,5241,5241,64.0,0,0
store_AD,COMMON00044,3719,3719,87.0,0,0
store_AD,COMMON00045,159,159,132.0,0,0
store_AD,COMMON00046,5920,5920,53.0,0,0
store_AD,COMMON00047,203,203,129.0,0,0
store_AD,COMMON00048,5274,5274,63.0,0,0
store_AD,COMMON00049,5101,5101,67.0,0,0
store_AD,COMMON00050,5942,5942,52.0,0,0
store_AD,COMMON00051,6499,6499,45.0,0,1
store_AD,COMMON00052,9282,9282,30.0,0,1
store_AD,COMMON00053,9509,9509,29.0,0,1
store_AD,COMMON00054,7306,7306,42.0,0,1
store_AD,COMMON00055,1536,1536,113.0,0,0
store_AD,COMMON00056,4964,4964,70.0,0,0
store_AD,COMMON00057,5772,5772,56.0,0,0
store_AD,COMMON00058,941,941,119.0,0,0
store_AD,COMMON00059,5818,5818,55.0,0,0
store_AD,COMMON00060,2189,2189,105.0,0,0
store_AD,COMMON00061,5695,5695,58.0,0,0
store_AD,COMMON00062,414,414,126.0,0,0
store_AD,COMMON00063,4938,4938,71.0,0,0
store_AD,COMMON00064,3061,3061,97.0,0,0
store_AD,COMMON00065,12716,12716,19.0,0,1
store_AD,COMMON00066,16708,16708,1.0,1,1
store_AD,COMMON00067,15643,15643,6.0,1,1
store_AD,COMMON00068,271,271,127.0,0,0
store_AD,COMMON00069,6111,6111,49.0,0,1
store_AD,COMMON00070,4563,4563,82.0,0,0
store_AD,COMMON00071,1023,1023,118.0,0,0
store_AD,COMMON00072,70,70,134.0,0,0
store_AD,COMMON00073,8825,8825,34.0,0,1
store_AD,COMMON00074,14611,14611,10.0,1,1
store_AD,COMMON00075,6264,6264,47.0,0,1
store_AD,STORE_AD_BAK0051,10755,10755,25.0,0,1
store_AD,STORE_AD_BAK0057,16653,16653,2.0,1,1
store_AD,STORE_AD_BAK0059,15142,15142,8.0,1,1
store_AD,STORE_AD_BEV0004,4698,4698,78.0,0,0
store_AD,STORE_AD_BEV0010,12277,12277,21.0,0,1
store_AD,STORE_AD_BEV0027,6104,6104,50.0,0,1
store_AD,STORE_AD_BEV0033,15732,15732,4.0,1,1
store_AD,STORE_AD_BEV0039,12541,12541,20.0,0,1
store_AD,STORE_AD_BEV0058,15693,15693,5.0,1,1
store_AD,STORE_AD_DAI0006,797,797,121.0,0,0
store_AD,STORE_AD_DAI0007,178,178,131.0,0,0
store_AD,STORE_AD_DAI0023,266,266,128.0,0,0
store_AD,STORE_AD_DAI0025,3058,3058,98.0,0,0
store_AD,STORE_AD_DAI0034,3869,3869,86.0,0,0
